orb_period,xit_duration,xit_depth,body_r_per_stellar_r_rat,body_r,orb_semimajor,inc,body_temp,body_insolation_flux,stellar_temp,stellar_r,stellar_m,kepler_status
11.62904159,2.97,0.010571,1.31,0.0987,85.67,854,125.89,12.24,5721,1.131,0.945,0
11.6370303,3.3372,0.022173,2.9,0.0987,89.86,857,127.46,27.18,5576,1.198,0.945,0
12.4285576,13.98,0.026996,2.22,0.0987,75.61,669,47.26,3.59,5492,0.752,0.841,2
11.30123036,4.022,0.015086,1.85,0.0988,89.69,852,124.42,21.65,5730,1.122,1.005,0
10.86062378,2.2874,0.012793,2.09,0.0988,89.58,1108,356.24,35.51,6455,1.496,1.087,0
11.24284815,4.241,0.010988,1.44,0.0988,88.3,931,177.7,17.57,6052,1.202,1.015,0
12.75934489,3.5889,0.028553,2.58,0.0988,88.25,633,37.95,21.51,4963,0.826,0.789,0
12.4258833,24.83,0.01231,2.19,0.0988,43.89,1006,242.04,1.363,5611,1.632,0.832,2
11.006795,5.112,0.011693,1.34,0.0988,87.01,874,138.34,12.64,6091,1.047,1.058,1
11.1296971,2.942,0.018314,1.93,0.0989,88.66,843,119.44,24.37,6122,0.964,1.041,0
11.1726723,6.106,0.008182,1.5,0.0989,87.64,1019,255.06,12.22,5616,1.674,1.032,0
11.32029599,4.5866,0.073488,8.02,0.0989,85.08,811,102.12,10.65,5780,1,1,2
11.344347453,5.9738,0.572515,62.52,0.099,88.07,810,101.92,20.513,5780,1,1,2
11.25401871,4.759,0.019863,2.42,0.0991,87.68,888,147.13,14.88,5995,1.118,1.022,0
8.97349999,3.1408,0.02858,36,0.0991,88.3,2262,6178.9,18.85,4751,11.536,1.606,2
11.09432054,4.5945,0.036779,3.9,0.0992,88.11,835,114.81,16.36,6046,0.972,1.053,0
12.89006728,3.555,0.021714,1.93,0.0992,89.83,620,34.99,28.21,4915,0.812,0.781,1
14.15402615,4.115,0.410192,29.61,0.0992,86.48,495,14.25,19.53,4352,0.661,0.65,2
10.5113779,4.74,0.00507,0.72,0.0992,89.32,1052,289.46,16.7,6575,1.305,1.182,1
11.37936986,2.6255,0.035628,3.95,0.0993,86.8,806,99.68,16.31,5714,1.015,1.007,0
14.8623076,3.161,0.025982,1.57,0.0993,89.47,454,10.08,34.98,4362,0.554,0.59,1
12.06222962,2.0584,0.015945,1.62,0.0993,89.47,750,74.8,42,5547,0.933,0.897,0
10.810132734,4.4618,0.099512,13.95,0.0993,84.76,985,222.68,10.375,6211,1.284,1.114,2
10.5994606,9.484,0.010994,1.28,0.0993,84.08,896,152.67,6.51,6194,1.069,1.161,1
12.49340725,2.2614,0.025332,2.2,0.0994,89.04,649,42.08,35.3,5207,0.795,0.84,0
11.89520436,3.433,0.012286,1.33,0.0994,89.86,787,90.77,26.74,5649,0.992,0.923,0
10.8118317,2.627,0.0095,1.24,0.0994,86.49,922,170.74,14.63,6025,1.196,1.119,0
12.425484,28.0218,0.013975,1.55,0.0994,42.69,773,84.37,1.333,5478,1.017,0.845,2
9.63647672,2.999,0.006145,2.02,0.0994,89.89,1243,565.04,24.68,5125,3.007,1.411,2
10.6982275,3.198,0.014411,1.73,0.0995,89.93,919,168.88,25.9,6277,1.097,1.148,1
10.692115,4.657,0.019947,2.71,0.0996,86.62,1008,244.47,12.44,6474,1.242,1.148,0
11.96407399,4.526,0.030548,3.21,0.0997,84.85,808,100.96,10.06,5903,0.961,0.922,0
10.5856758,4.911,0.012533,1.49,0.0997,88.16,912,163.41,14.75,6246,1.092,1.18,2
11.11620211,4.211,0.082423,8.96,0.0998,85.1,853,125.21,10.975,6122,0.996,1.07,2
11.682369,2.71,0.014968,1.45,0.0998,88.24,802,97.62,24.3,6089,0.889,0.971,1
12.591656377,5.53385,0.596057,49.21,0.0999,88.59,642,40.23,25.522,5293,0.756,0.846,2
11.8288843,3.337,0.012612,1.18,0.1,89.38,730,67.13,26.47,5653,0.857,0.952,0
10.51421162,3.877,0.009808,1.25,0.1,85.16,943,187.06,10.4,6259,1.167,1.21,0
15.582794732,3.76683,0.234843,14,0.1,88.59,397,5.86,30.807,3849,0.546,0.549,2
11.79161234,3.036,0.018403,2.41,0.1002,89.94,857,127.75,30.2,5619,1.199,0.962,0
13.36019864,2.788,0.024481,1.84,0.1002,89.04,520,17.3,32,4500,0.688,0.768,0
11.83271013,6.152,0.012494,1.17,0.1002,87.49,728,66.51,12.53,5639,0.859,0.959,2
8.627475562,4.65505,0.424975,188.55,0.1002,84.61,1446,1031.92,12.145,5146,4.063,1.795,2
12.33343853,6.221,0.030411,4.12,0.1003,78.63,915,165.3,4.96,5896,1.24,0.884,0
12.5747207,2.896,0.0171,1.45,0.1003,88.78,693,54.46,27.5,5654,0.774,0.865,1
12.4244306,26.15,0.018455,1.59,0.1003,46.31,714,61.31,1.419,5761,0.791,0.881,2
11.931131598,5.56983,0.892422,93.46,0.1003,87.71,831,112.47,25.946,6089,0.959,0.942,2
13.35151248,3.6045,0.053942,4.44,0.1004,88.69,585,27.77,25.04,4843,0.754,0.755,1
9.86869589,2.876,0.115642,21.68,0.1004,85.92,1332,743.72,13.83,7301,1.717,1.384,2
11.02822674,8.275,0.498296,75.47,0.1004,88.65,1028,264.14,14.86,6271,1.387,1.109,2
10.7781558,3.005,0.010138,1.24,0.1004,89.98,942,186.22,27.68,6386,1.123,1.161,1
11.55103848,3.3601,0.018791,2.17,0.1005,88.79,845,120.76,23.43,5907,1.058,1.014,0
13.82142084,3.985,0.030937,2.2,0.1005,86.05,560,23.15,13.14,4983,0.651,0.715,0
8.97377221,2.135,0.009575,2.96,0.1005,89.57,1530,1294.96,31.5,6537,2.829,1.677,1
11.99097576,5.7401,0.320114,37.47,0.1006,77.64,880,141.63,5.93,6110,1.072,0.944,2
12.33087921,3.0664,0.026543,2.34,0.1006,89.98,671,47.99,31.54,5376,0.806,0.897,0
11.95474513,2.1433,0.028458,5.15,0.1006,89.03,906,159.04,35.6,5059,1.657,0.947,0
13.0600399,2.851,0.009582,0.8,0.1006,89.08,630,37.3,30.81,5168,0.769,0.793,0
11.4132144,2.371,0.008179,1.03,0.1006,89.25,925,172.97,33.4,6188,1.155,1.038,2
13.4450174,2.118,0.013056,1.08,0.1006,89.27,606,31.92,41.8,5003,0.759,0.75,1
8.60965352,2.218,0.007199,3.33,0.1006,89.58,1550,1365.41,29.2,5418,4.233,1.83,1
12.51353325,4.301,0.019678,1.88,0.1007,88.14,706,58.69,18.4,5435,0.873,0.87,0
12.12580644,3.289,0.018511,2.5,0.1007,87.38,851,123.78,17.59,5500,1.238,0.922,0
10.90752977,2.764,0.012591,1.58,0.1007,89.72,955,196.51,30.21,6414,1.147,1.141,1
14.361021578,13.2895,0.629284,45.9,0.1007,89.99,594,29.44,13.4833,5229,0.668,0.659,2
12.49117388,2.848,0.013681,1.36,0.1008,88.14,763,80.08,23,5753,0.911,0.875,2
10.29674097,2.7292,0.029321,5.75,0.1009,89.4,1129,384.86,28.4,6068,1.797,1.294,0
13.73474071,2.769,0.032176,2.71,0.101,86.64,634,38.11,16.08,5196,0.772,0.726,0
10.99381963,3.7889,0.317936,40.17,0.101,80.3,978,216.57,7.56,6553,1.157,1.136,2
10.9938087,5.0403,0.042171,5.33,0.101,83.43,978,216.57,8.08,6553,1.157,1.136,2
14.137062,2.264,0.017714,1.37,0.101,89.95,568,24.62,47.5,4861,0.709,0.689,1
12.0999065,3.558,0.011614,1.39,0.1011,89.69,807,100.37,26.04,5553,1.098,0.941,0
11.63486009,5.466,0.015413,2.61,0.1011,89.82,961,201.96,16.5,5570,1.548,1.019,0
9.089355023,6.4006,0.313154,68.91,0.1011,87.01,1511,1233.59,12.4295,7675,2.015,1.665,2
10.4212788,28.4832,0.163018,36.9,0.1011,21.47,1235,549.92,1.237,6183,2.073,1.268,2
11.8984948,3.015,0.011851,1.69,0.1012,87.21,929,176.27,17.2,5862,1.307,0.973,0
16.1558656,3.798,0.035167,2.04,0.1012,85.16,455,10.1,11.52,4504,0.53,0.528,1
12.92489803,2.6811,0.031196,2.62,0.1012,88.26,620,34.95,25.3,5103,0.768,0.825,0
8.752913958,3.4546,0.418487,119.91,0.1012,86.16,1635,1689.12,16.78,7279,2.624,1.8,2
11.36113254,4.1886,0.023554,2.6,0.1013,87.16,869,134.97,14.82,6244,1.009,1.069,0
13.9248005,5.016,0.012658,0.9,0.1013,89.94,588,28.27,21.48,5271,0.648,0.718,1
10.73370737,7.6706,0.085487,18.7,0.1013,82.25,1171,444.77,6.634,5971,2.003,1.202,2
7.21636091,2.218,0.017427,18.03,0.1013,89.96,2146,5009.17,25.29,5029,9.476,2.653,2
13.8911152,5.062,0.013015,1.12,0.1013,89.54,674,48.8,20.95,5472,0.79,0.718,1
11.5474983,6.684,0.010036,1.48,0.1014,87.56,930,176.97,11.64,5775,1.352,1.038,1
9.3589254,3.169,0.03519,17.37,0.1014,89.54,1528,1288.85,22.99,5188,4.521,1.583,1
12.71368909,1.875,0.012715,1.09,0.1014,89.78,700,56.78,51.5,5715,0.782,0.872,2
10.2090268,6.264,0.005552,0.92,0.1014,89.01,1058,296.42,12.25,6188,1.524,1.33,1
13.75207851,2.8831,0.036806,2.81,0.1015,87.86,556,22.57,22.4,4802,0.699,0.738,0
11.1895709,5.3,0.011323,1.81,0.1015,87.76,1037,273.37,13.8,6188,1.465,1.111,0
12.4260454,27.7691,0.029607,2.64,0.1015,51.85,706,58.88,1.565,5645,0.817,0.908,2
12.4260002,30.1966,0.026842,2.39,0.1015,47.82,706,58.88,1.445,5645,0.817,0.908,2
12.4232158,17.67,0.014676,1.3,0.1015,87.36,685,51.91,5.33,5497,0.809,0.907,2
12.2141545,10.262,0.201507,18.13,0.1016,62.58,683,51.37,2.55,5435,0.824,0.937,2
11.6601667,5.882,0.017606,2.08,0.1016,76.07,834,114.36,4.09,5791,1.083,1.03,0
12.02295362,1.2667,0.034126,3.28,0.1016,87.95,776,85.78,27,5982,0.879,0.967,0
12.2064304,2.407,0.032713,5.41,0.1016,89.85,895,151.44,39.81,5254,1.514,0.937,0
12.25384348,2.373,0.011217,1,0.1016,89.3,678,50.05,35.9,5413,0.82,0.931,0
11.523067458,3.8757,0.020288,3.13,0.1017,90,927,174.81,23.181,5644,1.411,1.053,0
12.2885046,2.807,0.017657,3.22,0.1017,88.64,913,164.61,26.7,5109,1.671,0.929,0
12.460565,3.903,0.010763,1.1,0.1017,89.97,726,65.72,24.65,5435,0.933,0.901,1
12.4249559,16.332,0.00951,0.88,0.1017,88.28,703,57.8,5.81,5524,0.847,0.908,2
11.805707539,2.0494,0.089511,18.48,0.1018,86.67,1153,417.85,17.48,6065,1.891,1.006,2
12.10968709,6.3461,0.0187,2.98,0.1019,81.62,1005,240.8,6.34,6021,1.458,0.96,0
13.21409607,3.5641,0.034865,2.77,0.1019,87.44,629,36.95,18.18,5333,0.728,0.813,0
12.69905011,2.9899,0.027241,2.62,0.1019,88.51,686,52.55,25.5,5291,0.882,0.875,0
12.63063129,2.212,0.015742,1.37,0.1019,89.98,689,53.17,44.31,5579,0.798,0.892,1
11.702203927,2.75173,0.248775,57.95,0.1019,87.84,1240,560.24,25.702,6148,2.133,1.03,2
12.4326997,7.81,0.014003,1.88,0.102,88.99,839,117.17,12.075,5480,1.229,0.914,1
9.72675447,19.6214,3.745903,995.22,0.102,33.72,1363,815.99,5.62,6327,2.433,1.495,2
12.4255705,28.88,0.015196,1.37,0.102,40.91,721,63.95,1.301,5742,0.827,0.921,2
12.4269264,21.826,0.010086,1.66,0.102,89.38,906,159.5,4.4286,5349,1.505,0.914,2
12.20951755,4.1808,0.023354,2.61,0.1021,86.99,791,92.68,14.84,5670,1.022,0.949,0
12.7372371,3.358,0.009176,0.87,0.1021,89.24,697,55.82,27.3,5420,0.868,0.874,0
11.67894236,1.2641,0.039589,4.17,0.1021,88.28,830,112.07,31.4,6122,0.964,1.041,0
12.56096618,3.7647,0.027423,2.74,0.1021,89.95,734,68.49,26.188,5559,0.914,0.899,0
11.4927112,7.764,0.227929,25.01,0.1021,61.61,858,127.97,2.55,6198,1.005,1.072,1
11.38840217,3.6949,0.01914,3.04,0.1022,89.4,979,216.55,23.31,5876,1.456,1.093,0
15.5714121,2.294,0.011886,0.72,0.1022,89.64,399,5.98,49.9,3872,0.557,0.585,0
8.784575777,5.3022,0.500326,104.57,0.1022,88.4,1555,1380.83,17.929,8144,1.914,1.841,2
12.1628195,2.3161,0.02198,3.14,0.1023,85.65,882,142.77,12.79,5587,1.309,0.963,0
12.424747,25.24,0.014934,1.35,0.1023,47.54,691,53.94,1.445,5514,0.826,0.926,2
14.6494599,2.883,0.013335,1,0.1023,89.95,574,25.65,38.7,5017,0.688,0.663,2
11.8496351,3.319,0.012962,1.31,0.1023,88.43,802,97.71,22.13,6032,0.929,1.014,1
12.21828097,2.6969,0.043209,5.1,0.1024,88.15,835,114.59,24.1,5822,1.081,0.957,0
10.1171684,4.6677,0.015702,3.07,0.1024,88.95,1163,433.41,16.1,6306,1.792,1.399,0
11.703109303,2.0467,0.356551,37.3,0.1024,86.3,811,102.47,19.8,6014,0.958,1.043,2
11.300987626,10.5199,0.614184,97.12,0.1024,87.18,1019,254.84,12.3226,6143,1.448,1.118,2
13.3669309,3.733,0.003223,0.27,0.1025,88.81,656,43.71,25.1,5417,0.772,0.803,0
11.87290814,2.5342,0.019838,2.25,0.1025,86.93,863,131.55,16.91,6147,1.04,1.014,0
16.2982201,2.558,0.013741,0.78,0.1025,88.88,388,5.38,35.8,3905,0.521,0.538,1
20.35971899,2.1521,0.021227,0.8,0.1025,88.31,276,1.38,31.3,3419,0.344,0.346,0
13.0267964,0.785,0.022538,2.08,0.1025,89.01,643,40.51,54,5083,0.844,0.844,0
13.19720694,3.4872,0.043296,4.18,0.1027,88.71,642,40.03,25.31,4954,0.885,0.827,0
13.22714056,3.2861,0.025421,2.22,0.1027,89.98,638,39.1,31.53,5180,0.8,0.825,0
12.58229808,6.375,0.009854,1.53,0.1027,89.83,917,167.41,15.223,5587,1.423,0.911,0
14.03490255,3.638,0.028141,2.41,0.1027,88.37,641,39.97,23.2,5258,0.785,0.731,0
12.4288476,16.43,0.011609,1.12,0.1027,89.7,725,65.27,5.87,5595,0.886,0.933,2
11.1619384,5.195,0.011022,1.97,0.1027,86.27,1093,337.23,11.36,6200,1.64,1.158,1
11.92979348,6.152,0.0242,2.43,0.1028,89.99,770,83.04,15.184,5831,0.921,1.016,0
10.16435076,6.017,0.00674,1.99,0.1028,80.45,1389,879.94,5.51,6133,2.71,1.401,1
15.09984259,0.222,0.057838,4.11,0.1028,89.95,576,25.98,217.5,5191,0.65,0.635,1
12.180721266,4.15602,0.656708,63.25,0.1029,89.23,742,71.88,35.527,5750,0.882,0.98,2
12.41216347,3.739,0.02227,2.58,0.103,89.95,787,90.65,25.93,5561,1.06,0.943,0
12.90235874,2.446,0.017349,1.49,0.103,89.42,675,48.99,38,5530,0.788,0.882,0
11.973605044,4.3117,0.371003,38.2,0.1031,81.97,820,106.83,9.31,6146,0.943,1.02,2
12.18420006,2.5014,0.022196,2.59,0.1031,88.36,819,106.52,26,5771,1.068,0.984,0
12.4261177,28.5357,0.040899,3.8,0.1031,57.18,724,64.95,1.744,5713,0.851,0.948,2
13.54208867,4.9406,0.263217,26.65,0.1031,86.6,727,66.01,16.61,5496,0.927,0.798,2
11.8187288,4.017,0.014436,2.09,0.1031,89.26,919,168.38,21.911,5803,1.328,1.046,1
13.22175358,2.7884,0.027249,2.38,0.1032,89.23,640,39.56,33.4,5211,0.799,0.838,0
11.29689442,4.623,0.013526,1.74,0.1033,87.54,907,160.18,14.79,6096,1.176,1.155,0
11.8150174,2.834,0.033946,3.48,0.1033,87.15,762,79.66,17.58,5729,0.939,1.051,0
10.9192653,4.572,0.008821,1.9,0.1033,88.5,1107,355.29,16.63,5745,1.972,1.234,1
13.1538409,11.56,0.009369,1.03,0.1033,87.25,750,74.8,8.12,5443,1.008,0.848,1
13.6396648,5.425,0.011586,1.1,0.1034,89.69,717,62.6,19.33,5600,0.872,0.793,0
13.47472742,2.5995,0.02444,1.96,0.1034,89.96,634,38.21,40.56,5395,0.734,0.821,0
12.4261809,29.09,0.012023,1.88,0.1034,40.29,976,214.85,1.285,5948,1.432,0.957,2
11.13127159,4.2372,0.013138,2.06,0.1036,89.97,952,194.31,20.34,5800,1.435,1.195,0
14.85185526,3.5263,0.038325,2.73,0.1036,87.75,457,10.3,20.74,4129,0.652,0.671,1
13.5164708,2.628,0.010754,0.88,0.1036,89.95,645,40.81,39.2,5442,0.747,0.811,1
16.6671415,3.526,0.012198,0.7,0.1037,89.23,469,11.47,32.9,4729,0.525,0.534,1
13.00291716,3.058,0.01467,1.28,0.1037,88.32,710,60.11,23.84,5796,0.8,0.882,1
11.49589567,2.256,0.00965,1.59,0.1037,89.55,1057,295.46,37.6,6290,1.506,1.123,1
13.14496741,3.6399,0.016418,1.59,0.1038,88.51,698,56.15,22.82,5411,0.888,0.862,0
11.49500229,7.602,0.007853,1.53,0.1038,79.67,1105,351.79,5.08,6033,1.788,1.127,0
14.4540329,7.183,0.008382,0.72,0.1038,87.74,676,49.51,13.28,5559,0.79,0.714,0
13.8086331,3.613,0.013064,1.09,0.1038,89.94,659,44.5,29.6,5515,0.761,0.782,1
12.940668656,2.4845,0.259639,22.94,0.1039,88.54,723,64.64,35.21,5875,0.809,0.895,1
13.62801048,3.5374,0.035168,3.28,0.1039,86.08,639,39.48,13.58,5052,0.855,0.805,0
12.823275455,5.32062,0.491022,44.29,0.1039,87.52,743,72,21.482,5973,0.826,0.907,2
10.67459836,3.82706,0.42291,68.58,0.1039,84.98,1083,325.55,14.3464,6496,1.485,1.312,2
11.8693144,4.653,0.009947,1.09,0.104,86.93,864,131.58,13.63,6296,1.006,1.066,0
12.76220558,2.0688,0.03105,3.18,0.104,87.01,721,63.86,18.29,5445,0.937,0.919,0
14.00948631,3.399,0.011757,0.98,0.104,89.5,617,34.32,30.72,5153,0.767,0.763,0
11.1317901,4.051,0.009009,1.47,0.104,89.02,999,235.55,19.94,5966,1.499,1.213,0
11.637858887,11.8851,0.666546,77.01,0.104,87.74,895,151.54,11.9984,6360,1.058,1.105,2
14.20442616,3.898,0.025721,1.9,0.1041,89.98,602,31.1,28.56,5350,0.678,0.758,0
11.9710626,2.7607,0.036507,5.84,0.1041,83.75,1044,280.97,9.18,6312,1.464,1.048,2
12.008552,4.613,0.009682,2.08,0.1041,84.33,1016,251.93,9.12,5303,1.964,1.042,1
11.3220104,5.86,0.003795,0.91,0.1041,89.38,1215,515.77,14.6,6003,2.193,1.173,0
9.762550001,4.87531,0.323684,68.93,0.1041,85.63,1375,843.46,13.2,7199,1.95,1.571,2
12.70636123,2.395,0.029987,2.75,0.1043,88.29,697,55.86,26.6,5573,0.839,0.939,0
11.8436119,6.044,0.012914,1.41,0.1043,89.75,830,111.98,15.14,6077,0.999,1.077,1
11.47609015,5.046,0.013423,2.07,0.1045,86.33,984,221.34,11.78,6071,1.41,1.156,0
12.85755895,4.831,0.009747,1.23,0.1045,88.17,860,129.15,17.24,5860,1.156,0.922,1
14.2821417,2.068,0.013573,1.08,0.1045,89.99,625,36.03,53.5,5374,0.726,0.744,2
12.427076,17.447,0.006267,0.82,0.1045,89.73,870,135.77,5.504,5841,1.193,0.985,2
13.8602646,74.26,0.226779,19.71,0.1045,18.03,690,53.56,1.266,5667,0.796,0.791,2
12.834857,2.092,0.015581,1.73,0.1045,89.65,755,76.96,45.78,5492,1.016,0.921,1
10.5007712,14.522,0.011923,5.68,0.1046,89.66,1378,852.28,5.617,4838,4.361,1.381,0
11.50528603,2.098,0.015153,1.83,0.1046,89.3,912,163.79,37.9,6355,1.108,1.151,2
13.76710058,2.9105,0.026957,2.24,0.1046,87.99,595,29.55,23,5001,0.76,0.806,0
12.0729757,3.783,0.009058,1.69,0.1046,89.24,969,208.13,23.4,5436,1.707,1.046,1
12.4254241,24.98,0.022225,2.17,0.1046,59.01,755,76.9,1.821,5853,0.895,0.99,2
17.65737838,3.509,0.047823,2.45,0.1047,88.24,350,3.55,24.7,3745,0.47,0.49,1
13.37499553,1.639,0.01917,2.01,0.1047,89.96,703,57.85,63.47,5263,0.961,0.852,2
10.27532513,6.3093,0.013362,3.04,0.1047,88.49,1211,508.21,12,6150,2.086,1.448,0
11.90352088,4.297,0.023415,2.56,0.1047,88.78,827,110.54,19.76,6063,1.001,1.079,0
13.7223682,5.1231,0.021681,2.23,0.1048,89.98,746,73.16,20.914,5637,0.943,0.813,0
10.0046881,2.389,0.006576,1.9,0.1048,89.95,1466,1091.58,32.21,6620,2.641,1.531,2
14.5909249,1.591,0.011062,0.93,0.1048,89.95,622,35.34,67.5,5214,0.766,0.72,1
11.9216035,5.009,0.007395,0.87,0.1049,82.51,851,123.89,7.13,6006,1.082,1.081,0
12.82993461,2.942,0.035889,3.31,0.1049,88.8,734,68.41,28.3,5862,0.844,0.935,1
11.76921923,3.219,0.027192,3.12,0.105,84.44,868,134.04,9.94,6215,1.052,1.111,2
12.466004437,5.0066,0.043414,5.65,0.1051,89.39,897,152.76,19.46,6038,1.191,0.995,0
12.851722103,5.71731,0.447541,47.26,0.1051,85.64,781,88.01,15.142,5838,0.967,0.936,2
16.37198661,3.8449,8.358793,540.37,0.1052,74.37,438,8.71,34.5,4187,0.592,0.58,2
19.85029495,2.8407,0.036352,1.52,0.1052,89.77,297,1.83,54.1,3526,0.383,0.394,0
12.2476121,3.209,0.018189,1.9,0.1052,89.77,763,80.29,29.5,5741,0.956,1.035,0
11.7201693,2.399,0.011486,1.34,0.1052,89.54,870,135.43,36.2,6193,1.067,1.127,1
12.426469,25.71,0.017107,1.66,0.1052,46.92,729,66.74,1.432,5691,0.887,1.003,2
12.91385906,5.3685,0.022845,2.49,0.1053,85.45,849,122.66,10.64,6253,0.997,0.93,0
17.31711739,3.1518,0.037282,2.04,0.1054,88.8,454,10.07,32.7,4719,0.502,0.52,0
12.53248222,4.0168,0.032795,3.24,0.1054,87.96,775,85.15,18.8,5997,0.904,0.991,0
12.75800092,4.1828,0.012453,1.49,0.1054,89.97,822,107.96,23.597,5782,1.095,0.957,0
12.42560404,23.9402,0.025794,2.52,0.1054,56.4,733,68.44,1.735079,5713,0.893,1.01,2
12.654896,4.325,0.009121,1.02,0.1054,89.98,801,97.41,22.56,5833,1.022,0.974,1
13.02493307,4.5706,0.025235,2.88,0.1055,89.99,786,90.1,22.327,5657,1.046,0.921,0
12.98494603,3.4497,0.01467,1.64,0.1055,89.91,818,105.74,29.15,5948,1.025,0.93,0
13.02363236,3.9734,0.022266,2.3,0.1056,89.93,743,71.85,25.592,5627,0.945,0.925,0
15.120212531,3.50007,0.418193,33.11,0.1056,87.25,605,31.61,25.018,5232,0.725,0.686,2
14.16400071,4.3031,0.024336,2.35,0.1057,89.94,694,54.95,25.755,5440,0.885,0.782,0
13.0313583,4.521,0.024587,2.88,0.1057,86.61,774,84.94,13.76,5514,1.071,0.926,0
12.426173,30.64,0.018004,2.67,0.1057,33.57,1006,242.41,1.197,6367,1.357,1.019,2
12.611904345,5.1497,0.073758,7.4,0.1058,88.17,753,76.15,17.27,5795,0.919,0.992,0
13.9034057,3.408,0.017373,1.55,0.1058,86.96,646,41.08,16.43,5261,0.819,0.817,1
9.089151782,3.1886,0.009711,4.35,0.1058,89.89,1848,2754.19,21.975783,6729,4.099,1.907,2
12.27057043,3.002,0.015746,1.67,0.1058,89.95,811,102.25,31.7,6075,0.969,1.048,0
12.4297161,15.078,0.0127,1.26,0.1058,87.27,742,71.78,6.14,5754,0.905,1.021,2
17.1677675,2.975,0.016943,0.97,0.1058,89.38,370,4.43,39.5,3761,0.526,0.535,1
12.36564669,3.644,0.23938,24.89,0.1059,77.81,804,98.51,5.78,6075,0.952,1.033,2
10.6761592,4.594,0.011449,1.79,0.1059,88.6,1049,285.79,16.49,6460,1.434,1.388,0
10.81315417,1.275,0.009134,1.46,0.1059,88.83,1045,281.84,39.5,6380,1.46,1.351,2
14.43348326,2.663,0.211933,16.25,0.106,83.54,558,22.91,10.53,4915,0.702,0.787,1
9.9664004,5.0127,0.050235,16.89,0.106,81.23,1578,1466.1,6.336,6638,3.079,1.595,1
13.61014819,2.594,0.192842,19.02,0.1061,86.94,733,68.29,20.24,5697,0.903,0.857,1
13.55480534,2.288,0.006462,0.62,0.1062,89.28,679,50.41,39.6,5370,0.874,0.869,2
12.9462567,9.568,0.011943,1.13,0.1062,89.4,764,80.34,10.416,6058,0.867,0.95,0
11.57890926,2.7207,0.014458,2.06,0.1062,89.33,951,193.48,30.85,6156,1.303,1.193,0
13.639480425,3.12422,0.476272,44,0.1062,88.32,680,50.51,35.189,5461,0.846,0.858,2
12.54474243,1.24,0.014829,1.88,0.1062,89.86,840,117.9,77.1,5767,1.159,1.015,1
13.667809025,2.7993,0.010368,0.91,0.1062,89.67,705,58.32,36.855169,5796,0.807,0.856,2
13.52252364,3.987,0.02369,2.11,0.1063,89.52,652,42.82,25.94,5338,0.816,0.875,0
17.25121397,2.0371,0.044983,2.64,0.1063,89.09,385,5.17,47.1,3879,0.537,0.537,0
12.4128518,4.298,0.010188,1.5,0.1063,87.43,933,179.24,15.86,5945,1.346,1.039,0
8.79991878,41.564,0.629442,224.56,0.1063,16.62,1979,3624.62,1.676,8092,3.267,2.068,2
17.28116957,2.829,0.035589,2.04,0.1064,89.75,425,7.75,47.36,4347,0.524,0.537,0
13.6917833,4.198,0.01105,1.12,0.1064,89.67,770,83.37,24.95,5906,0.931,0.857,2
13.26079792,3.912,0.01276,1.47,0.1065,89.51,760,78.79,25.61,5478,1.053,0.914,0
12.50945798,3.479,0.011945,1.54,0.1065,88.36,875,138.54,21.85,5949,1.184,1.027,0
13.1829329,3.594,0.020402,1.84,0.1066,89.97,661,45.19,28.6,5382,0.827,0.928,0
13.5437884,5.7076,0.371471,32.21,0.1066,82.33,658,44.22,9.51,5463,0.794,0.883,2
15.926990634,11.5142,1.323478,93.94,0.1066,86.06,566,24.16,19.921,5191,0.65,0.635,2
11.6933447,6.551,0.007556,1.12,0.1067,88.43,950,192.95,12.88,6049,1.354,1.189,1
14.17098745,3.4804,0.049395,4.19,0.1068,89.93,608,32.22,32.62,5107,0.777,0.807,2
13.08424286,3.0401,0.025138,2.71,0.1068,88.37,739,70.51,24.6,5511,0.987,0.947,0
12.4276185,18.56,0.01113,1.14,0.1069,86.5,768,82.45,4.97,5869,0.942,1.054,2
12.8177012,3.465,0.00801,1.21,0.1069,89.95,999,235.16,28.5,6290,1.385,0.99,2
11.41911886,5.135,0.025962,3.32,0.107,81.99,921,170.33,6.79,6311,1.172,1.253,0
12.718711489,2.48998,0.688677,120.02,0.107,85.94,1042,279.33,22.4,6120,1.596,1.009,2
11.9615433,3.129,0.019583,2.24,0.107,88.66,847,121.71,24.59,6142,1.046,1.143,2
12.42555055,28.492,0.02436,3.79,0.107,48.17,1027,262.42,1.4583,6381,1.423,1.055,2
9.4022333,2.79,0.015585,23.61,0.107,89.96,2309,6719.57,26.14,4597,13.874,1.845,2
12.99204853,6.0175,0.014939,2.03,0.1071,89.69,866,132.94,16.683,5765,1.242,0.968,0
12.42592675,29.1701,0.025106,2.66,0.1071,47.68,790,92.32,1.445442,5952,0.971,1.057,2
12.69104387,3.7727,0.014487,2.57,0.1072,89.98,1008,244.3,26.076,5869,1.626,1.019,0
12.88291395,5.676,0.025515,3.15,0.1072,81.13,865,132.23,6.24,6036,1.131,0.987,0
12.7983174,6.401,0.01815,2.88,0.1072,86.06,908,160.33,10.75,5592,1.451,1,0
13.59051547,3.784,0.022536,2.4,0.1072,89.51,724,64.8,27.33,5442,0.974,0.887,0
