orb_period,xit_duration,xit_depth,body_r_per_stellar_r_rat,body_r,orb_semimajor,inc,body_temp,body_insolation_flux,stellar_temp,stellar_r,stellar_m,kepler_status
2.743978797,6.442,0.430899,38.11,0.0348,68.34,1136,392.49,3.08,5334,0.81,0.743,2
1.878877205,5.8768,0.501848,109.55,0.0348,70.29,2523,9554.79,2.9789,7542,1.999,1.582,2
2.64185268,1.76,0.011112,3.56,0.0348,89,2104,4636.69,11.38,5195,2.935,0.805,1
2.696370652,3.6129,0.017673,1.58,0.0349,89.56,1066,305.34,5.827,4989,0.819,0.781,2
2.633852528,2.0206,0.014432,1.38,0.0349,88.82,1131,387.43,9.91,5114,0.878,0.817,0
3.27344784,1.7292,0.014934,0.81,0.0349,88.1,625,36.05,13.24,3758,0.496,0.528,0
2.64622742,1.407,0.011576,0.99,0.0349,87.87,1082,324.38,12.83,5167,0.787,0.812,1
2.685223546,4.0632,0.369077,28.98,0.0349,62.63,1111,360.92,2.783,5552,0.719,0.786,2
1.320499473,1.184,0.012893,18.94,0.0349,89,4477,95168.65,8.56,5172,13.454,3.257,1
2.3518268,5.797,0.255735,39.82,0.0349,33.07,1535,1313.37,1.468,5445,1.426,1.024,1
2.629870555,6.606,0.322419,34.05,0.0349,78.5,1291,659.45,3.53573,5566,0.967,0.822,2
2.49904083,2.651,0.010208,1.04,0.0349,89.92,1258,592.18,7.3,5525,0.93,0.906,2
2.44200193,3.146,0.01026,0.95,0.0349,88.81,1217,518.48,5.97,5587,0.851,0.952,2
2.154911236,3.1341,0.009153,1.42,0.035,88.77,1740,2162.35,5.3,6181,1.424,1.231,0
2.38404983,3.2849,0.605641,66.14,0.035,85.78,1363,815.42,8.3,5780,1,1,2
1.86390886,4.414,0.211237,77.99,0.035,24.58,2902,16718.87,1.319,6689,3.381,1.639,2
2.52122764,2.249,0.010318,0.91,0.035,87.94,1177,453.48,8.29,5546,0.81,0.907,2
2.446737317,4.7211,0.278526,26.25,0.0351,44.81,1261,597.19,1.749,5764,0.863,0.959,2
2.494170338,1.1221,0.026777,2.42,0.0351,89.69,1194,480.19,17.37,5569,0.829,0.928,1
2.37752442,2.307,0.005152,0.53,0.0351,88.09,1278,632.62,7.677,5615,0.936,1.022,0
2.437029217,3.2005,0.014084,2.04,0.0351,89.87,1513,1237.66,5.928,5573,1.329,0.968,0
2.90512019,2.293,0.007269,0.57,0.0351,87.31,1075,314.96,8.9,5374,0.721,0.68,1
2.27164952,4.054,0.008338,0.97,0.0351,89.87,1522,1269.46,4.356,6274,1.062,1.115,0
2.181555909,4.41739,0.671032,91.3,0.0351,73.24,1730,2119.28,4.373,6584,1.246,1.218,2
1.674984844,4.92134,0.562236,150.48,0.0351,78.77,3055,20561.29,3.7523,8285,2.451,2.05,2
2.399081606,4.384,0.371808,40.6,0.0351,59.07,1360,810.78,2.48,5780,1,1,2
2.340534383,4.43017,0.56063,69.55,0.0351,82.85,1581,1476.77,5.7107,6300,1.136,1.047,2
2.178150567,3.5065,0.249688,34.19,0.0352,42.13,1796,2457.28,1.656,6820,1.254,1.227,2
2.9761504,6.079,0.014077,1.02,0.0352,89.05,811,102.54,3.831,4236,0.664,0.657,2
2.20829637,2.841,0.008594,1.36,0.0352,88,1709,2016.25,5.9,6028,1.454,1.194,0
2.50475282,2.376,0.01214,1.48,0.0352,89.08,1369,828.59,8.106,5509,1.116,0.924,0
2.40435325,6.825,0.221241,24.16,0.0352,26.14,1359,806.18,1.339,5780,1,1,2
2.51989935,1.55,0.011296,1.04,0.0352,87.66,1217,519.13,11.3,5646,0.841,0.914,2
2.68814059,1.12,0.011448,0.92,0.0352,88.07,1135,392.64,15.78,5636,0.734,0.821,1
2.08802799,24.017,0.010598,1.93,0.0352,12.61,2003,3806.17,1.01072,6593,1.67,1.335,2
2.466070972,1.9559,0.251698,24.3,0.0353,64.63,1260,595.8,2.85,5708,0.884,0.963,2
2.442945167,4.0145,0.245548,38.29,0.0353,45.36,1587,1499.89,1.733,5657,1.428,0.983,2
2.248063246,5.1297,0.250172,30.38,0.0353,34.85,1566,1421.38,1.492,6325,1.112,1.157,2
2.28612573,12.408,0.20482,22.63,0.0353,14.71,1433,993.96,1.228,6063,1.012,1.117,2
2.404386969,7.40348,0.603309,79.72,0.0353,80.79,1670,1838.11,3.8269,6466,1.21,1.011,2
1.96134311,11.856,0.173014,41.53,0.0353,12.47,2167,5197.02,1.187,6221,2.198,1.516,1
2.274628199,4.52648,0.490353,104.26,0.0353,77.21,2092,4536.51,4.451,6389,1.947,1.134,2
2.025580416,4.48448,0.198938,43.23,0.0353,83.67,2102,4618.62,3.9352,6348,1.99,1.431,2
2.015152464,8.17997,0.73335,132.05,0.0353,84.78,2107,4657.05,3.3805,6988,1.649,1.448,2
2.470613377,1.74319,0.123871,13.04,0.0354,84.41,1339,761.46,8.3977,5820,0.964,0.971,0
2.46106962,2.184,0.008661,0.84,0.0354,85.4,1195,483.09,7.17,5418,0.886,0.978,0
2.514628496,1.6239,0.013835,1.27,0.0354,88.78,1217,517.89,11.65,5662,0.84,0.937,0
3.01609637,1.57,0.013746,0.96,0.0354,86.28,795,94.1,10.8,4245,0.637,0.649,1
2.29794819,2.84,0.008411,0.98,0.0354,89.01,1547,1352.14,6.226,6371,1.072,1.117,0
2.63527677,1.997,0.008055,0.76,0.0354,85.28,1136,394.32,7.84,5215,0.864,0.854,1
2.35197616,5.304,0.193452,21.19,0.0354,29.64,1444,1025.78,1.355,6147,1.003,1.064,2
2.53021,21.79,0.292789,41.44,0.0354,8.13,1543,1338.82,1.288,5780,1.296,0.924,2
1.985586627,2.53163,0.299344,105.22,0.0354,82.54,2796,14480.75,6.1944,6651,3.219,1.503,2
2.264471713,7.1803,0.533774,102.12,0.0354,75.91,2103,4637.68,3.3293,6782,1.752,1.155,2
2.539183147,2.4282,0.017724,2.06,0.0355,88.28,1332,743.09,7.93,5519,1.062,0.921,0
2.508553286,2.2664,0.013262,1.28,0.0355,89.94,1278,629.8,8.587,5814,0.881,0.944,0
2.403640701,1.4012,0.009671,1.24,0.0355,80.55,1489,1164.85,5.59,5881,1.171,1.032,0
2.495780169,4.2721,0.145407,15.75,0.0355,88.51,1408,929.47,5.122,6039,0.992,0.959,0
2.42088277,2.812,0.013564,2.27,0.0355,88,1616,1615.12,6.53,5583,1.53,1.017,1
2.53742164,1.563,0.009301,0.93,0.0355,88.64,1220,525.68,12.03,5447,0.917,0.928,1
2.41194057,1.787,0.007779,1.35,0.0355,86.11,1654,1771.98,8.54,5598,1.594,1.028,1
2.908454772,2.6005,0.489639,40.85,0.0355,82.52,1153,416.75,8.55,5631,0.764,0.702,2
2.17813954,2.063,0.004946,1,0.0355,89.62,2073,4372.75,8.114,6511,1.851,1.261,2
2.11913005,4.141,0.005188,1.35,0.0356,77.24,2090,4512.1,3.04,5799,2.377,1.339,2
2.586639524,2.253,0.013613,1.44,0.0356,87.61,1328,735.48,8.37,5780,0.966,0.899,0
2.446736567,5.0201,0.654961,71.52,0.0356,85.43,1351,788.17,5.9911,5780,1,1,2
2.71772323,3.22,0.007496,0.72,0.0356,88.23,1123,375.05,6.4,5135,0.874,0.812,1
2.442941283,4.1847,0.441189,48.18,0.0356,73.07,1352,788.17,4,5780,1,1,2
2.44295727,4.0656,0.406151,44.35,0.0356,67.88,1352,788.17,3.3,5780,1,1,2
2.344138713,0.4495,0.010608,2.43,0.0356,89.85,1797,2469.65,40.1,5313,2.095,1.095,2
1.31723412,7.284,0.095187,125.56,0.0357,18.38,5471,211468.1,1.127,6740,12.08,3.479,2
2.581595167,4.9153,0.379057,40.94,0.0357,88.72,1328,735.27,5.57,5720,0.989,0.912,2
2.51690133,2.521,0.006916,0.97,0.0357,89.31,1430,986.6,7.669,5403,1.284,0.955,2
2.43135542,1.401,0.010274,1.07,0.0357,89.48,1422,965.4,13.32,6231,0.955,1.025,1
2.630090609,13.6817,0.69015,83.5,0.0357,83.86,1551,1371.02,2.66171,6315,1.108,0.875,2
1.525924746,1.955,0.007707,8.86,0.0357,87.98,3786,48691.77,5.9094,5000,10.533,2.615,2
2.27999662,5.7777,0.112311,20.74,0.0358,73.84,2000,3775.07,2.657,6594,1.691,1.174,2
2.543063763,2.8473,0.011173,1.26,0.0358,88.18,1319,716.3,6.769,5579,1.029,0.945,0
2.69636494,3.892,0.009999,1.24,0.0358,81.53,1406,925.14,4.26,5653,1.139,0.842,2
2.49047468,2.2003,0.014075,1.53,0.0358,86.03,1413,940.43,7.55,6067,0.997,0.981,2
2.249000963,9.6022,0.238071,59.61,0.0358,70.8,2126,4838.14,2.0666,6025,2.293,1.209,2
2.44693823,0.954,0.00495,0.56,0.0358,87.76,1379,855.53,15.65,5821,1.033,1.022,1
2.245738777,8.61629,0.691322,99.05,0.0358,83.38,1737,2156.25,3.43849,6508,1.312,1.217,2
2.465024332,1.262,0.005276,0.69,0.0359,87.51,1561,1406.11,12.6,6139,1.194,1.016,0
2.93101771,2.231,0.013311,1.15,0.0359,86.57,1134,390.28,8.74,5485,0.788,0.716,2
2.426304127,2.6624,0.013272,1.41,0.0359,82.34,1302,679.12,5.21,5678,0.97,1.043,0
2.489549075,2.4345,0.387996,59.57,0.0359,66.89,1708,2007.56,3.388,6184,1.406,0.991,2
1.92149487,1.891,0.322515,79.14,0.0359,60.18,2382,7634.18,2.59,6831,2.247,1.675,2
2.488812012,5.94523,0.509325,83.26,0.0359,76.44,1852,2776.19,3.9721,6499,1.497,0.993,2
3.65034525,1.527,0.014576,0.72,0.0359,89.07,578,26.47,17.77,3704,0.45,0.463,1
2.55549176,9.083,0.237273,23.35,0.036,15.02,1312,701.68,1.272,5948,0.901,0.954,2
2.684328541,2.69382,0.121923,12.73,0.036,89.49,1265,603.57,8.546,5561,0.956,0.859,0
2.522590567,1.406,0.274887,25.82,0.036,63.8,1205,499.07,2.86,5591,0.86,0.977,0
2.42803503,3.045,0.007946,0.85,0.036,89.47,1516,1249.87,6.16,6609,0.974,1.073,2
2.4044122,4.575,0.006215,0.85,0.036,80.64,1662,1805.11,3.44,6398,1.249,1.07,2
2.41660149,1.9699,0.008255,0.92,0.036,89.79,1343,770.05,9.461,5705,1.026,1.069,0
2.972047661,1.198,0.318687,24.74,0.036,83.16,881,142.01,10.14,4491,0.711,0.702,2
2.253551793,3.66,0.010887,1.7,0.036,76.45,1812,2547.01,3.25,6526,1.426,1.226,2
2.61841046,3.304,0.012462,1.12,0.036,86.32,1245,567.24,5.75,5912,0.82,0.908,2
2.54557259,5.636,0.020871,1.97,0.036,89.39,1234,549.8,3.57,5718,0.863,0.96,2
2.045166206,6.84312,0.563641,131.41,0.036,78.81,2422,8125.86,3.4058,7128,2.135,1.479,2
3.290114076,1.5151,0.02297,1.49,0.0361,89.3,802,97.96,16.65,4484,0.594,0.58,0
2.49432176,2.3269,0.081558,8.91,0.0361,89.55,1342,766.49,8.861,5780,1,1,2
2.671942657,1.9119,0.194086,22.36,0.0361,82.31,1458,1069.47,7.33,6116,1.055,0.876,2
2.69787749,1.915,0.010174,1.5,0.0361,86.73,1512,1235.14,9.28,5609,1.348,0.862,2
2.41172358,2.6311,0.34742,50.53,0.0361,66.39,1706,1997.33,3.2,6363,1.332,1.072,2
2.214029545,5.64264,0.565458,94.23,0.0361,85.44,1894,3041.8,4.65954,6604,1.526,1.283,2
1.7609276,5.189,0.007102,1.53,0.0361,83.55,2860,15818.72,2.58,8784,1.967,2.017,2
2.578852119,2.3581,0.017525,1.63,0.0362,84.69,1230,540.56,6.75,5743,0.853,0.949,0
3.17323012,1.9094,0.012708,0.88,0.0362,89.62,830,112.21,12.83,4500,0.633,0.626,0
2.735900074,1.9359,0.018704,1.56,0.0362,89,1075,315.95,10.82,5299,0.766,0.856,0
2.69634575,3.785,0.012741,1.46,0.0362,83.43,1287,650.06,4.72,5418,1.051,0.871,2
2.636899795,0.9105,0.53884,49.84,0.0362,74.29,1179,456.22,5.61,5524,0.847,0.908,2
2.745910734,4.02594,0.583397,61.16,0.0362,85.19,1221,524.18,7.6209,5372,0.96,0.836,2
2.61090223,1.976,0.015351,1.8,0.0362,82.47,1323,724.16,6.21,5514,1.071,0.926,1
2.94194296,2.056,0.01479,1.22,0.0363,89.85,988,225.15,11.1,4901,0.758,0.733,0
2.69339974,1.936,0.011019,1.04,0.0363,88.45,1151,415.96,10.34,5355,0.863,0.88,1
2.559236603,1.6706,0.39054,37.66,0.0363,80.03,1296,665.95,7.22,5955,0.883,0.972,2
2.35195525,5.98883,0.445655,59.62,0.0363,82.95,1678,1876,4.1649,6550,1.225,1.157,2
2.81814715,1.763,0.015134,1.3,0.0364,88.52,1059,298.2,11.84,5167,0.787,0.812,0
2.61576515,2.777,0.010133,1.06,0.0364,87.98,1379,851.6,7.07,6088,0.958,0.934,0
2.19068738,4.41,0.00777,1.68,0.0364,79.24,2017,3913.33,3.18,6208,1.975,1.337,2
2.17491508,8.4418,1.084426,193.73,0.0364,79.86,2009,3847.36,4.0853,6792,1.636,1.364,2
2.751566365,5.2403,0.457086,42.98,0.0364,75.86,1171,445.35,4.26,5461,0.861,0.851,2
2.701287801,3.3827,0.06584,6.54,0.0365,62.69,1222,527.81,2.22,5550,0.91,0.889,2
2.507089906,2.0067,0.295115,30.26,0.0365,67.79,1326,730.47,3.32,5926,0.939,1.03,2
2.79590004,2.056,0.018787,1.66,0.0365,85.58,1090,333.31,8.29,5244,0.81,0.826,0
2.70581614,6.56,0.00656,0.69,0.0365,76.2,1356,799.75,2.616,5992,0.961,0.884,1
2.55315031,1.849,0.012589,1.25,0.0366,88.19,1312,699.7,10.15,5970,0.908,0.996,0
2.87998334,1.658,0.009652,0.85,0.0366,89.04,1024,260.79,13.09,4951,0.806,0.79,1
2.99025443,5.414,0.021279,1.7,0.0367,89.81,918,168.45,4.349,4667,0.731,0.737,2
2.853133997,1.465,0.016317,1.36,0.0367,86.37,1016,251.77,11.02,5041,0.766,0.807,0
2.217038096,1.8575,0.023203,3.23,0.0367,83.2,1697,1956.29,6.37,6521,1.276,1.334,2
2.462344253,1.8113,0.012128,1.33,0.0367,89.72,1326,730.86,10.5143,5736,1.008,1.087,0
2.4826619,2.115,0.006008,0.8,0.0367,83.28,1619,1627.36,6.25,6356,1.225,1.068,2
1.811461128,8.42343,1.128143,373.77,0.0367,85.2,3438,33024.44,3.6953,8572,3.034,2.009,2
2.52557582,2.32,0.005487,0.62,0.0367,87.26,1364,818.81,7.8,5821,1.036,1.031,1
2.624234833,1.3874,0.052044,5.11,0.0368,85.62,1164,434.31,10.22,5340,0.899,0.963,1
2.53573284,3.989,0.007455,1.36,0.0368,89.37,1671,1842.18,4.9207,5616,1.674,1.032,0
2.41810158,2.144,0.00629,0.85,0.0368,89.89,1602,1555.96,8.69,6258,1.239,1.135,0
2.544594443,3.21373,0.62174,109.72,0.0368,86.55,1608,1582.68,9.269,5503,1.616,1.026,2
2.765621941,2.3191,0.380702,34.42,0.0368,76.15,1134,391.86,5.271,5423,0.828,0.872,2
2.54031121,1.83,0.012081,1.2,0.0368,88.35,1268,611.31,10.29,5778,0.911,1.028,1
2.4376438,1.587,0.004757,0.79,0.0368,89.45,1686,1909.13,11.734,5927,1.53,1.118,1
2.949029106,2.0311,0.016815,1.48,0.0369,89.77,1027,263.92,11.283,4983,0.807,0.771,0
3.46724809,11.01,0.042435,2.52,0.0369,47.77,841,118.15,1.4173,4969,0.543,0.556,2
2.991885335,7.4319,0.042959,3.94,0.0369,54.87,1209,505.77,1.6504,5750,0.839,0.747,2
2.38793696,17.302,0.201577,25.56,0.0369,8.54,1674,1860.02,1.206,6769,1.161,1.188,2
2.500560859,7.5902,0.004153,0.48,0.0369,87.68,1486,1149.55,2.58303,6305,1.052,1.06,2
3.13877646,1.6663,0.012262,0.97,0.037,88.1,1022,257.32,13.17,5242,0.722,0.684,0
3.543919702,1.8717,0.020559,1.21,0.037,89.91,652,42.68,14.77,3879,0.537,0.537,0
3.05772668,1.819,0.015465,1.23,0.037,89.97,878,141.1,13.05,4483,0.731,0.723,1
2.199069234,6.30646,0.566059,118.99,0.037,78.45,2104,4632.97,3.8083,6613,1.925,1.4,2
2.25353739,5.74622,0.532513,96.65,0.037,78.28,2056,4215.56,4.0358,6951,1.662,1.328,2
2.570431263,5.49699,0.473278,50.18,0.037,74.22,1411,936.9,3.8736,6244,0.971,1.021,2
2.564012541,0.9433,0.046631,7.27,0.037,89.56,1720,2065.56,21.468658,6274,1.428,1.024,1
3.166465862,2.9381,0.348902,26.82,0.0371,71.8,954,196.31,4.05,4968,0.704,0.68,2
2.935362067,1.5043,0.035096,3.15,0.0371,84.29,1022,258.48,8.64,4922,0.823,0.79,0
2.888904439,1.6043,0.020322,1.68,0.0371,85.23,976,215.06,9.25,4895,0.759,0.817,0
3.886795001,1.7574,0.020036,0.97,0.0371,89.6,571,25.26,17.13,3751,0.443,0.452,0
2.85889907,1.465,0.008848,0.73,0.0371,80.54,989,226.09,5.7,4973,0.754,0.848,2
2.5903958,2.088,0.017944,2.55,0.0371,83.9,1484,1147.44,6.82,5678,1.303,1.015,0
3.7229369,10.57,0.008843,0.46,0.0371,54.98,591,28.81,1.561,3724,0.48,0.492,2
2.25284817,3.069,0.051553,8.61,0.0371,36.39,1940,3351.24,1.295,6850,1.53,1.35,2
2.6528082,2.297,0.011494,1.17,0.0371,86.92,1280,633.57,8.09,5778,0.935,0.962,1
1.953285321,1.67598,0.353327,151.56,0.0371,66.02,2927,17363.68,3.23,6450,3.928,1.782,2
3.411758679,3.158,0.240197,14.71,0.0372,60.41,684,51.85,2.46,3995,0.561,0.582,2
2.936587946,1.8952,0.017796,1.77,0.0372,82.32,1190,473.18,6.46,5455,0.909,0.795,0
2.404556949,7.4918,0.024182,4.69,0.0372,40.49,1958,3474.41,1.2755,6426,1.775,1.182,2
2.759573341,6.999,0.0681,6.42,0.0372,35.89,1198,487.37,1.283,5640,0.863,0.901,2
2.866680334,1.1264,0.035102,2.93,0.0373,82.27,1045,282.64,7.2,5238,0.764,0.854,2
2.406574511,3.4382,0.216878,26.22,0.0373,50.52,1481,1140.2,1.867,6167,1.107,1.2,2
2.283466438,7.7999,1.165546,218.79,0.0373,84.66,2014,3883.24,4.9168,6723,1.719,1.327,2
2.172042913,8.0331,0.519997,100.79,0.0373,71.68,2169,5231.88,2.8033,7128,1.775,1.461,2
2.680514453,3.21178,0.415869,48.86,0.0373,87.66,1431,989.89,8.776,6038,1.076,0.958,2
2.441988077,3.94526,0.402021,90.39,0.0373,80.26,1993,3721.74,5.245,6078,2.059,1.156,2
2.58393841,2.169,0.006485,0.77,0.0373,88.53,1470,1103.3,8.94,6164,1.09,1.032,1
2.525591777,1.6545,0.024064,2.75,0.0374,85.41,1406,926.16,8.75,6031,1.046,1.095,0
2.56658897,2.429,0.014983,1.59,0.0374,82.17,1360,807.74,5.54,6046,0.972,1.053,0
3.04033046,1.8411,0.104023,8.99,0.0374,85.95,1021,257.29,10.41,5035,0.791,0.754,0
2.379282197,3.1729,0.20283,25.74,0.0374,89.97,1571,1442.19,6.9257,6392,1.162,1.232,2
2.72288246,2.408,0.01112,1.06,0.0374,89.47,1162,431.75,8.73,5458,0.872,0.938,2
2.752359689,2.0722,0.025966,2.54,0.0375,87.36,1178,455.43,9.45,5461,0.897,0.926,0
2.61585431,6.519,0.012392,1.28,0.0375,77.48,1358,803.03,2.66,6131,0.945,1.023,2
2.362348096,3.5979,0.249023,89.55,0.0375,48.57,2104,4625.06,1.842,5088,3.293,1.257,2
2.796661168,3.3781,0.329252,47.68,0.0375,61.66,1661,1797.72,2.688,6331,1.326,0.898,2
2.6658312,5.771,0.006683,0.99,0.0375,64.97,1663,1807.48,2.04,6276,1.353,0.988,2
2.204735417,3.88864,0.075522,16.1,0.0376,87.21,2048,4148.92,4.602,6440,1.952,1.449,0
2.66831274,2.4141,0.015027,1.48,0.0376,87.65,1252,581.38,8.12,5806,0.899,0.996,0
1.89132292,5.607,0.003928,0.9,0.0376,69.35,2799,14532.55,2.009,8482,2.106,1.987,2
2.69633621,5.238,0.156523,15.78,0.0376,33.49,1334,749.66,1.368,6106,0.923,0.974,2
2.352446342,1.6802,0.005663,1.24,0.0376,83.94,2173,5269.29,7.153013,6749,2.003,1.28,1
2.659418888,6.98414,0.604473,61.52,0.0376,81.75,1352,789.69,4.4191,6156,0.932,1,2
3.6673005,3.373,0.010864,0.62,0.0376,88.81,627,36.42,8.26,3823,0.519,0.525,2
3.005156911,2.0747,0.027938,2.2,0.0377,82.59,949,191.27,6.55,4920,0.72,0.822,0
2.819453322,4.4127,0.254092,29.8,0.0377,84.56,1357,803.4,5.608,5767,1.074,0.9,2
2.5093344,1.833,0.01249,1.47,0.0377,89.9,1483,1143.04,10.6,6278,1.081,1.132,1
2.69487041,2.553,0.007445,0.97,0.0377,85.35,1440,1020.03,6.83,5823,1.187,0.986,2
2.553924603,9.835,0.303455,32.67,0.0377,29.31,1352,789.69,1.443,5993,0.986,1.093,2
1.78752921,5.315,0.007309,5.86,0.0377,88.62,3868,52997.01,2.65,6286,7.342,2.233,2
2.757794163,2.7644,0.206038,20.05,0.0378,83.39,1231,542.43,6.947,5747,0.891,0.948,2
2.6827683,2.957,0.008932,1.19,0.0378,80.39,1551,1366.57,4.61,6180,1.223,0.997,2
2.97041801,2.2369,0.020967,1.7,0.0378,87.75,991,228.11,9.64,5068,0.743,0.833,0
3.517494725,1.5639,0.023021,1.42,0.0378,86.49,704,58.08,12.12,4132,0.564,0.578,0
2.99194823,4.39,0.009778,0.78,0.0378,79.3,1019,255.16,3.83,5269,0.727,0.812,2
2.85855049,2.341,0.011676,1.23,0.0378,69.56,1212,510.14,2.78,5441,0.964,0.881,1
1.89127438,4.491,0.00538,2.03,0.0378,79.69,3342,29488.85,2.872,7919,3.46,2.01,2
2.87066026,1.541,0.019741,1.72,0.0378,88.82,1196,484.17,13.94,5910,0.796,0.875,2
8.68910764,1.1627,0.038216,0.49,0.0378,89.95,211,0.47,59.2,2703,0.118,0.096,0
3.09383248,1.576,0.017764,1.32,0.0378,88.57,998,233.91,14.31,5327,0.681,0.772,1
2.48658617,2.7189,0.186457,24.39,0.0379,89.46,1461,1077.69,8.3,5892,1.198,1.173,2
3.17319407,2.512,0.010595,0.91,0.0379,88.73,1077,318.23,9.56,5369,0.784,0.722,2
3.13295351,2.2207,0.018691,1.39,0.0379,89.29,937,181.84,10.9,5016,0.679,0.743,0
1.8789138,4.279,0.005224,1.9,0.0379,79.51,3330,29112.69,2.94,8046,3.339,2.06,2
2.682767439,4.58143,0.647193,70.67,0.0379,85.88,1310,695.41,7.0855,5780,1,1,2
2.6228301,7.29719,0.654553,70.62,0.0379,83.72,1403,917.98,4.46516,6233,0.988,1.054,2
1.540389045,1.8325,0.019664,32.54,0.0379,88.8,4379,86889.72,6.517,4964,15.155,3.055,2
2.892087553,3.16757,0.471271,47.55,0.0379,81.53,1225,531.42,7.208,5622,0.924,0.864,2
2.97586085,4.513,0.009317,0.85,0.0379,88.69,1135,392.05,5.0849,5481,0.835,0.821,2
2.48882685,3.487,0.008777,1.05,0.038,79.72,1477,1124.85,3.99,6246,1.092,1.18,2
3.053578643,3.22884,0.453323,35.35,0.038,80.73,1035,271.46,6.8894,5414,0.714,0.792,2
2.617280959,9.661,2.695783,395.94,0.038,18.64,1689,1918.98,3.85,6432,1.345,1.06,2
2.586878667,6.1614,0.154998,19.84,0.0381,78.18,1666,1823.52,3.178,6812,1.172,1.103,2
2.62838097,3.193,0.00862,1.01,0.0381,89.21,1375,846.09,6.346,5884,1.07,1.07,2
2.81753381,2.1551,0.441301,52.91,0.0381,72.57,1494,1180.61,4.58,6313,1.098,0.929,2
1.874967748,10.0159,0.189363,378.99,0.0381,58.67,4440,91765.97,1.57165,4588,18.328,2.09,2
3.18740907,6.19,0.010375,0.81,0.0381,87.93,919,168.43,3.979,4808,0.715,0.723,2
2.42150341,2.965,0.01238,1.62,0.0382,84.11,1532,1305.04,5.35,6213,1.195,1.27,0
2.36436762,3.372,0.004888,0.82,0.0382,88.44,1752,2228.09,5.358,6250,1.543,1.326,0
2.787874175,2.0348,0.012361,2.33,0.0382,89.16,1432,993.06,10.49,4827,1.727,0.952,0
2.622134451,4.735,0.010939,1.64,0.0382,78.47,1548,1359.14,3.32,5864,1.369,1.08,2
2.63757408,5.9626,0.730483,76.02,0.0382,76.36,1242,563.22,4.694,5639,0.953,1.071,2
2.2502073,2.203,0.014278,19.94,0.0382,87.99,3637,41377.92,7.66,4507,12.787,1.467,2
2.816504904,2.50587,0.117059,12.21,0.0383,89.37,1219,521.13,9.571,5532,0.955,0.941,0
2.936527336,1.771,0.01755,1.92,0.0383,87.29,1209,505.22,11.07,5359,1.002,0.867,0
3.04468229,5.951,0.008074,0.86,0.0383,78.74,1244,566.03,3.19,5575,0.98,0.81,2
2.287515702,10.0879,0.571184,86.76,0.0383,82.97,1801,2484.21,2.82956,6773,1.391,1.427,2
2.666961614,2.4774,0.382477,40.68,0.0383,73.74,1469,1104.26,4.559,6609,0.974,1.073,2
2.757977384,2.1489,0.015478,1.69,0.0384,80.18,1332,744.97,5.13,5919,1,0.994,0
3.43633133,0.675,0.020187,1.44,0.0384,89.83,945,188.22,39.4,5201,0.651,0.638,1
1.94468659,18.22,0.180979,69.59,0.0384,10.89,3334,29219.04,1.18,7894,3.521,1.995,2
2.5355023,7.189,0.022452,2.7,0.0385,44.06,1477,1127.68,1.343,6268,1.1,1.188,2
3.82223397,1.924,0.018736,1.05,0.0385,86.19,601,30.84,10.9,3729,0.514,0.52,0
2.76263737,1.821,0.012679,1.25,0.0385,87.48,1231,544.05,10.48,5772,0.901,0.999,0
2.908453928,2.5363,0.216097,19.44,0.0385,59.03,1181,459.47,2.32,5786,0.824,0.895,2
1.570518376,3.2035,0.349222,450.76,0.0385,48.03,4106,67267.85,1.936,5314,11.82,3.083,2
2.745640575,3.04508,0.43239,47.22,0.0385,79.78,1300,673.9,6.298,5780,1,1,2
3.044770796,10.0134,0.298444,24.54,0.0386,33.39,1076,317.36,1.5,5525,0.753,0.843,2
1.763587535,3.16877,0.064717,21.42,0.0386,82.71,3559,37958.27,4.0378,9107,3.031,2.466,0
2.97136658,2.716,0.013899,1.52,0.0386,87.49,1200,490.13,7.98,5334,1.004,0.865,0
2.714078374,1.3115,0.012781,1.38,0.0386,84.01,1301,675.86,8.31,5815,0.992,1.038,0
2.98786272,2.5814,0.198719,17.82,0.0386,86.09,1064,303.15,9.11,5231,0.821,0.859,2
2.617284592,9.5545,0.562361,162.67,0.0386,76.05,2013,3885.11,3.08,5510,2.649,1.119,2
2.61594288,6.45,0.008318,0.92,0.0386,72.51,1370,831.27,2.364,6063,1.012,1.117,2
2.638432816,2.42989,0.259996,49.77,0.0386,83.55,1933,3299.02,7.6828,6502,1.753,1.098,2
3.04459739,7.638,0.007496,0.62,0.0386,82.41,1076,317.36,2.913,5525,0.753,0.843,2
2.525386934,3.71613,0.499372,67.24,0.0386,81.33,1701,1982.55,6.1966,6826,1.233,1.211,2
2.92721119,2.545,0.011806,1.29,0.0387,89.72,1258,593.23,8.902,5616,0.999,0.903,0
2.404483552,0.2961,0.001881,0.48,0.0387,75.19,2078,4402.44,3.911673,6050,2.345,1.332,2
2.080431782,7.4997,1.496806,345.7,0.0387,81.6,2719,12956.98,5.2808,8344,2.115,1.79,2
3.00725068,4.4302,0.018345,1.56,0.0388,70.4,1122,373.99,2.67,5667,0.781,0.873,0
3.69298623,1.7744,0.027871,1.74,0.0389,85.88,745,72.66,10.77,4402,0.572,0.575,0
2.89223998,2.521,0.006001,0.7,0.0389,89.89,1287,647.55,8.83,5574,1.065,0.933,0
2.63009438,11.226,0.21442,25.55,0.0389,18.9,1480,1135.97,1.263,6338,1.091,1.137,2
